,book_title,author,link,price_no_disc,price_with_disc
168,AI With Python For Beginners: Artificial Intelligence With...,Jim Smith,https://bookshop.org//books/ai-with-python-for-beginners-artificial-intelligence-with-python/9781086337686,$18.00,$18.00
169,Comics: Monty Python,Chris Canibano and Juan Luis Rincón,https://bookshop.org//books/comics-monty-python/9781948216609,$5.99,$5.51
170,Boas and Pythons of the World,Mark O'Shea,https://bookshop.org//books/boas-and-pythons-of-the-world/9780691150154,$19.95,$18.35
171,"Python Programming: Learn How To Program Python, With Hacking...",Steven Giles,https://bookshop.org//books/python-programming-learn-how-to-program-python-with-hacking-techniques-step-by-step-guide-how-to-use-python-become-and-expert-python/9781977924926,$5.99,$5.99
172,"Python Programming for the Absolute Beginner, Third Edition",Michael Dawson,https://bookshop.org//books/python-programming-for-the-absolute-beginner-third-edition/9781435455009,$34.99,$32.19
173,"Python Programming: Learn How To Program Python, With Hacking...",Steven Giles,https://bookshop.org//books/python-programming-learn-how-to-program-python-with-hacking-techniques-step-by-step-guide-how-to-use-python-become-and-expert-python/9781977924926,$5.99,$5.99
174,Coding for Kids SCRATCH: The Ultimate Guide to Build...,Joseph Python,https://bookshop.org//books/coding-for-kids-scratch-the-ultimate-guide-to-build-enjoyable-games-develop-programming-skills-and-master-scratch/9781801255523,$20.95,$19.27
175,Advanced Python Programming,"Sakis Kasampalis, Quan Nguyen,  et al.",https://bookshop.org//books/advanced-python-programming/9781838551216,$59.99,$59.99
176,"Fluent Python: Clear, Concise, and Effective Programming",Luciano Ramalho,https://bookshop.org//books/fluent-python-clear-concise-and-effective-programming/9781491946008,$59.99,$59.99
177,"Python Programming: 2 BOOKS IN 1: "" Learn Python Programming...",Michael Learn,https://bookshop.org//books/python-programming-2-books-in-1-learn-python-programming-python-coding-and-programming-a-practical-beginners-guide-to-learn-python/9781801571401,$34.99,$32.19
178,Clean Python: Elegant Coding in Python,Sunil Kapil,https://bookshop.org//books/clean-python-elegant-coding-in-python/9781484248775,$37.99,$34.95
179,Python for the Lab,Aquiles Carattino,https://bookshop.org//books/python-for-the-lab/9781716517686,$30.00,$30.00
180,Python Course 2021,Oliver Thomas,https://bookshop.org//books/python-course-2021-9781008949829/9781008949867,$120.00,$110.40
181,Visual Studio Code for Python Programmers,April Speight,https://bookshop.org//books/visual-studio-code-for-python-programmers/9781119773368,$50.00,$46.00
182,Carpet Python. Carpet Pythons As Pets. Carpet Python daily...,Ben Team,https://bookshop.org//books/carpet-python-carpet-pythons-as-pets-carpet-python-daily-care-pro-s-and-cons-cages-costs-diet-biology-and-health/9781911142430,$13.97,$13.97
183,Python & XML: XML Processing with Python,Christopher A Jones and Jr. Fred L. Drake,https://bookshop.org//books/python-xml-xml-processing-with-python/9780596001285,$39.99,$36.79
184,Cracking Codes with Python: An Introduction to Building and...,Al Sweigart,https://bookshop.org//books/cracking-codes-with-python-an-introduction-to-building-and-breaking-ciphers/9781593278229,$29.95,$27.55
185,python for beginners,Tony F. Charles,https://bookshop.org//books/python-for-beginners-9781801098007/9781801098007,$19.99,$18.39
186,Pandas for Everyone: Python Data Analysis,Daniel Chen,https://bookshop.org//books/pandas-for-everyone-python-data-analysis/9780134546933,$39.99,$39.99
187,Learn More Python 3 the Hard Way: The Next Step for New...,Zed Shaw,https://bookshop.org//books/learn-more-python-3-the-hard-way-the-next-step-for-new-python-programmers/9780134123486,$44.99,$41.39
188,Programar con Python 3,Alberto Cuevas Álvarez,https://bookshop.org//books/programar-con-python-3/9780359685165,$38.06,$38.06
189,Django for APIs: Build web APIs with Python and Django,William S. Vincent,https://bookshop.org//books/django-for-apis-build-web-apis-with-python-and-django/9781735467221,$39.00,$39.00
190,Reticulated Pythons: A complete guide to care and husbandry,Sid James,https://bookshop.org//books/reticulated-pythons-a-complete-guide-to-care-and-husbandry-9781916499706/9781916499706,$28.00,$28.00
191,Programar con Python 3,Alberto Cuevas Álvarez,https://bookshop.org//books/programar-con-python-3/9780359685165,$38.06,$38.06
192,Cracking Codes with Python: An Introduction to Building and...,Al Sweigart,https://bookshop.org//books/cracking-codes-with-python-an-introduction-to-building-and-breaking-ciphers/9781593278229,$29.95,$27.55
193,The Big Book of Small Python Projects: 81 Easy Practice Programs,Al Sweigart,https://bookshop.org//books/the-big-book-of-small-python-projects-81-easy-practice-programs/9781718501249,$39.99,$36.79
194,Python for Beginners: The Beginners Guide to Python...,John Brown,https://bookshop.org//books/python-for-beginners-the-beginners-guide-to-python-programming-step-by-step-9781802262070/9781802262070,$22.99,$21.15
195,Python and HTML Programming: THIS BOOK INCLUDES HTML...,John Brown,https://bookshop.org//books/python-and-html-programming-this-book-includes-html-programming-python-for-beginners-9781802262018/9781802262087,$24.99,$22.99
196,Hands-On Genetic Algorithms with Python,Eyal Wirsansky,https://bookshop.org//books/hands-on-genetic-algorithms-with-python/9781838557744,$47.99,$47.99
197,Numerical Methods in Physics with Python,Alex Gezerlis,https://bookshop.org//books/numerical-methods-in-physics-with-python-9781108738934/9781108738934,$49.99,$49.99
198,Python Programming For Beginners: Learn The Basics Of Python...,James Tudor,https://bookshop.org//books/python-programming-for-beginners-learn-the-basics-of-python-programming-python-crash-course-programming-for-dummies/9781075311932,$7.99,$7.99
199,Computer Programming: 4 manuscript: Machine Learning for...,Daniel Géron,https://bookshop.org//books/computer-programming-4-manuscript-machine-learning-for-beginners-machine-learning-with-python-deep-learning-with-python-python-for-data-9781914306662/9781914306150,$39.97,$36.77
200,Python for Devops: Learn Ruthlessly Effective Automation,"Noah Gift, Kennedy Behrman,  et al.",https://bookshop.org//books/python-for-devops-learn-ruthlessly-effective-automation/9781492057697,$59.99,$55.19
201,"Python Crash Course: Learn to Automate the Boring Stuff,...",Eric Bader,https://bookshop.org//books/python-crash-course-learn-to-automate-the-boring-stuff-python-programming-for-beginners-learn-basics-and-master-python-data-science-9781801852005/9781801852005,$21.00,$19.32
202,Python para Principiantes: 2 Libros en 1: Programación de...,Programming Languages Academy,https://bookshop.org//books/python-para-principiantes-2-libros-en-1-programacion-de-python-para-principiantes-libro-de-trabajo-de-python/9781914038433,$26.00,$23.92
203,Learn Python Quickly: A Complete Beginner's Guide to Learning...,Code Quicky,https://bookshop.org//books/learn-python-quickly-a-complete-beginner-s-guide-to-learning-python-even-if-you-re-new-to-programming/9781951791278,$19.99,$18.39
204,Introduction to Python Network Automation: The First Journey,Brendan Choi,https://bookshop.org//books/introduction-to-python-network-automation-the-first-journey/9781484268056,$54.99,$50.59
205,Learning Python with Raspberry Pi,Alex Bradbury and Ben Everard,https://bookshop.org//books/learning-python-with-raspberry-pi/9781118717059,$29.99,$29.99
206,Python Network Programming,"Abhishek Ratan, Eric Chou,  et al.",https://bookshop.org//books/python-network-programming/9781788835466,$59.99,$59.99
207,Devops in Python: Infrastructure as Python,Moshe Zadka,https://bookshop.org//books/devops-in-python-infrastructure-as-python/9781484244326,$44.99,$41.39
208,Python for Finance Cookbook,Eryk Lewinson,https://bookshop.org//books/python-for-finance-cookbook/9781789618518,$47.99,$47.99
209,Python Programming: 2 Books in 1: Learning Python and Python...,Samuel Hack,https://bookshop.org//books/python-programming-2-books-in-1-learning-python-and-python-machine-learning-a-complete-overview-for-beginners-how-to-master-python-cod-9781801142946/9781801142946,$34.97,$32.17
210,"Probabilistic Deep Learning: With Python, Keras and...","Beate Sick, Elvis Murina,  et al.",https://bookshop.org//books/probabilistic-deep-learning-with-python-keras-and-tensorflow-probability/9781617296079,$49.99,$49.99
211,Get Programming: Learn to Code with Python,Ana Bell,https://bookshop.org//books/get-programming-learn-to-code-with-python/9781617293788,$34.99,$34.99
212,Dive Into Python 3,Mark Pilgrim,https://bookshop.org//books/dive-into-python-3/9781430224150,$59.99,$55.19
213,Python Programming: For Engineers and Scientists,Irfan Turk,https://bookshop.org//books/python-programming-for-engineers-and-scientists/9781543173833,$30.00,$30.00
214,Python for Mechanical and Aerospace Engineering,Alex Kenan,https://bookshop.org//books/python-for-mechanical-and-aerospace-engineering/9781736060612,$29.99,$29.99
215,Coding with Python: An Introductory Guide for Beginners to...,Christopher Wilkinson,https://bookshop.org//books/coding-with-python-an-introductory-guide-for-beginners-to-learn-and-start-coding-with-python/9781702802048,$19.98,$19.98
216,Python Programming: The Ultimate Beginner's Guide to Master...,Charles Walker,https://bookshop.org//books/python-programming-the-ultimate-beginner-s-guide-to-master-python-programming-step-by-step-with-practical-exercices/9781647710170,$30.99,$30.99
217,"Python Machine Learning, Second Edition: Machine Learning and...",Sebastian Raschka and Vahid Mirjalili,https://bookshop.org//books/python-machine-learning-second-edition-machine-learning-and-deep-learning-with-python-scikit-learn-and-tensorflow/9781787125933,$47.99,$47.99
218,Illustrated Guide to Python 3: A Complete Walkthrough of...,Matt Harrison,https://bookshop.org//books/illustrated-guide-to-python-3-a-complete-walkthrough-of-beginning-python-with-unique-illustrations-showing-how-python-really-works-now-covering-pyt/9781977921758,$39.97,$39.97
219,Artificial Intelligence with Python - Second Edition,Alberto Artasanchez and Prateek Joshi,https://bookshop.org//books/artificial-intelligence-with-python-second-edition/9781839219535,$59.99,$59.99
220,Developing Graphics Frameworks with Python and OpenGL,Lee Stemkoski and Michael Pascale,https://bookshop.org//books/developing-graphics-frameworks-with-python-and-opengl/9780367721800,$144.00,$144.00
221,Learning Python Networking - Second Edition,José Manuel Ortega,https://bookshop.org//books/learning-python-networking-second-edition/9781789958096,$59.99,$59.99
222,Python 201: Intermediate Python,Michael Driscoll,https://bookshop.org//books/python-201-intermediate-python/9781717721037,$29.99,$29.99
223,Mastering Python Design Patterns,Kamon Ayeva and Sakis Kasampalis,https://bookshop.org//books/mastering-python-design-patterns-9781788837484/9781788837484,$53.99,$53.99
224,Python Tutorial: Release 3.6.4,Guido Van Rossum and Python Development Team,https://bookshop.org//books/python-tutorial-release-3-6-4/9781680921601,$9.99,$9.99
225,Python for data analysis,Deborah Oliver,https://bookshop.org//books/python-for-data-analysis-385cc716-9865-47a4-9845-d9d8f51234a1/9781801256513,$20.00,$18.40
226,Beyond the Basic Stuff with Python: Best Practices for...,Al Sweigart,https://bookshop.org//books/beyond-the-basic-stuff-with-python-best-practices-for-writing-clean-code/9781593279660,$34.95,$32.15
227,Python for Beginners: A Complete Beginner's Guide to Learning...,Daniel O' Reilly,https://bookshop.org//books/python-for-beginners-a-complete-beginner-s-guide-to-learning-python-quickly-9781801826051/9781801826051,$27.95,$25.71
228,Python Programming: Your Beginner Guide To Learn Python in 7...,Maurice J. Thompson,https://bookshop.org//books/python-programming-your-beginner-guide-to-learn-python-in-7-days/9781393112488,$19.95,$19.95
229,"Python: 2 Manuscript: Deep Learning with Python, Python for...",Daniel Géron,https://bookshop.org//books/python-2-manuscript-deep-learning-with-python-python-for-data-analysis-9781801943505/9781801943505,$39.97,$36.77
230,Pythons,Lucia Raatma,https://bookshop.org//books/pythons-9780531254820/9780531254820,$6.95,$6.95
231,Coding with Python: An Introductory Guide for Beginners to...,Christopher Wilkinson,https://bookshop.org//books/coding-with-python-an-introductory-guide-for-beginners-to-learn-and-start-coding-with-python/9781702802048,$19.98,$19.98
232,Arduino programming for beginners,Matthew Python,https://bookshop.org//books/arduino-programming-for-beginners/9781801257565,$25.95,$23.87
233,Python for Beginners,Jason Knox,https://bookshop.org//books/python-for-beginners-307a2d06-c4ec-4483-9524-f9cbde9f0995/9781801200684,$19.95,$18.35
234,The Python Apprentice,Austin Bingham and Robert Smallshire,https://bookshop.org//books/the-python-apprentice/9781788293181,$47.99,$47.99
235,Text Analysis in Python for Social Scientists,Dirk Hovy,https://bookshop.org//books/text-analysis-in-python-for-social-scientists/9781108819824,$20.00,$20.00
236,Mastering Python Design Patterns,Kamon Ayeva and Sakis Kasampalis,https://bookshop.org//books/mastering-python-design-patterns-9781788837484/9781788837484,$53.99,$53.99
237,Learning Python Networking - Second Edition,José Manuel Ortega,https://bookshop.org//books/learning-python-networking-second-edition/9781789958096,$59.99,$59.99
238,Python Programming for Beginners: The Ultimate Guide to...,David Files,https://bookshop.org//books/python-programming-for-beginners-the-ultimate-guide-to-python-machine-learning-and-data-science-9781802290608/9781802290592,$27.99,$25.75
239,"Python One-Liners: Write Concise, Eloquent Python Like a...",Christian Mayer,https://bookshop.org//books/python-one-liners-write-concise-eloquent-python-like-a-professional/9781718500501,$39.95,$39.95
